# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i GCF_000963815.1_ASM96381v1_protein.faa --output GCF_000963815.1_ASM96381v1_protein.faa.eggnog -m diamond --target_orthologs all --cpu 14
# time: Tue Jun 16 14:05:02 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
WP_000013652.1	470.IX87_18915	1.9e-37	161.4	Moraxellaceae	rpsT	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0004857,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008073,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030234,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0042979,GO:0043043,GO:0043086,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050790,GO:0065003,GO:0065007,GO:0065009,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0098772,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02968	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MZ94@1224,1S9AI@1236,3NNXB@468,COG0268@1,COG0268@2	NA|NA|NA	J	Binds directly to 16S ribosomal RNA
WP_000013717.1	470.IX87_12315	6.4e-38	162.9	Moraxellaceae	pspC			ko:K03973					ko00000,ko02048,ko03000				Bacteria	1NAUA@1224,1SD7E@1236,3NPCM@468,COG1983@1,COG1983@2	NA|NA|NA	KT	PspC domain
WP_000014562.1	470.IX87_12580	4.3e-59	233.8	Moraxellaceae	rplS	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070180,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02884	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1RH3A@1224,1S5XX@1236,3NN51@468,COG0335@1,COG0335@2	NA|NA|NA	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site
WP_000015691.1	40373.F991_01475	1.7e-49	202.2	Moraxellaceae	L												Bacteria	1N0DS@1224,1S9D3@1236,2CM6Y@1,32SDV@2,3NNU4@468	NA|NA|NA	S	Phage head completion protein (GPL)
WP_000015937.1	470.IX87_12640	1e-113	416.0	Moraxellaceae	gmk	GO:0003674,GO:0003824,GO:0004385,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8,4.1.1.23	ko:K00942,ko:K01591	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00050,M00051	R00332,R00965,R02090	RC00002,RC00409	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_2813,iIT341.HP0321,iPC815.YPO0040,iSBO_1134.SBO_3729,iSFV_1184.SFV_3881,iSFxv_1172.SFxv_4016,iUTI89_1310.UTI89_C4193	Bacteria	1MW92@1224,1RN09@1236,3NKHV@468,COG0194@1,COG0194@2	NA|NA|NA	F	Essential for recycling GMP and indirectly, cGMP
WP_000015965.1	470.IX87_04445	4e-102	377.5	Moraxellaceae				ko:K05834					ko00000,ko02000	2.A.76.1.1			Bacteria	1MXAI@1224,1S7HW@1236,3NT7F@468,COG1280@1,COG1280@2	NA|NA|NA	E	LysE type translocator
WP_000016038.1	575564.HMPREF0014_01001	0.0	1778.5	Moraxellaceae													Bacteria	1MU2C@1224,1RM8A@1236,3NJ45@468,COG2202@1,COG2202@2,COG5001@1,COG5001@2	NA|NA|NA	T	Putative diguanylate phosphodiesterase
WP_000016108.1	470.IX87_13485	2.8e-310	1070.5	Moraxellaceae													Bacteria	1R4QY@1224,1S8PM@1236,3NJKH@468,COG2199@1,COG2199@2	NA|NA|NA	T	diguanylate cyclase
WP_000016213.1	470.IX87_04460	9.3e-29	132.1	Moraxellaceae													Bacteria	1QQPK@1224,1RTBW@1236,29H40@1,3041K@2,3NSIB@468	NA|NA|NA		
WP_000016597.1	470.IX87_18375	6.7e-116	423.3	Moraxellaceae	bioD	GO:0003674,GO:0003824,GO:0004141,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0017144,GO:0018130,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.197,6.3.3.3	ko:K01935,ko:K02169	ko00780,ko01100,map00780,map01100	M00123,M00572,M00573,M00577	R03182,R09543	RC00003,RC00460,RC00868	ko00000,ko00001,ko00002,ko01000				Bacteria	1RDRK@1224,1RSHS@1236,3NK0H@468,COG0132@1,COG0132@2	NA|NA|NA	H	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring
WP_000017231.1	470.IX87_11690	8.2e-174	616.3	Moraxellaceae	pdxA	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008614,GO:0008615,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0036094,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046184,GO:0046483,GO:0046872,GO:0046914,GO:0048037,GO:0050570,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055114,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	1.1.1.262,1.1.1.408,1.1.1.409	ko:K00097,ko:K22024	ko00750,ko01100,map00750,map01100	M00124	R05681,R05837,R07406	RC00089,RC00675,RC01475	ko00000,ko00001,ko00002,ko01000			iECO111_1330.ECO111_0056	Bacteria	1MX5W@1224,1RNZV@1236,3NIRN@468,COG1995@1,COG1995@2	NA|NA|NA	H	Catalyzes the NAD(P)-dependent oxidation of 4- (phosphohydroxy)-L-threonine (HTP) into 2-amino-3-oxo-4- (phosphohydroxy)butyric acid which spontaneously decarboxylates to form 3-amino-2-oxopropyl phosphate (AHAP)
WP_000017859.1	470.IX87_06215	1.1e-212	745.7	Moraxellaceae	dhaT		1.1.1.1	ko:K00001	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220		R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000				Bacteria	1MVPH@1224,1RREW@1236,3NJ3I@468,COG1454@1,COG1454@2	NA|NA|NA	C	Iron-containing alcohol dehydrogenase
WP_000018128.1	470.IX87_14475	2.2e-41	174.5	Moraxellaceae	rcnR			ko:K21600					ko00000,ko03000				Bacteria	1N6ZN@1224,1SCK3@1236,3NSSA@468,COG1937@1,COG1937@2	NA|NA|NA	S	Metal-sensitive transcriptional repressor
WP_000018348.1	470.IX87_12855	2.9e-165	587.8	Moraxellaceae	rsmH	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.199	ko:K03438					ko00000,ko01000,ko03009				Bacteria	1MUT4@1224,1RM7M@1236,3NIS5@468,COG0275@1,COG0275@2	NA|NA|NA	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
WP_000018553.1	470.IX87_17770	0.0	1156.7	Moraxellaceae													Bacteria	1MU0J@1224,1RQ4N@1236,3NJ08@468,COG2132@1,COG2132@2	NA|NA|NA	Q	Multicopper oxidase
WP_000018791.1	470.IX87_19095	1.7e-42	178.3	Moraxellaceae													Bacteria	1QP77@1224,1TMWA@1236,2AZG4@1,31RQ3@2,3NPJQ@468	NA|NA|NA		
WP_000019495.1	470.IX87_00510	2.6e-294	1017.3	Moraxellaceae	cysN	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0004779,GO:0004781,GO:0005488,GO:0005525,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0070566,GO:0097159,GO:0097367,GO:1901265,GO:1901363	2.7.1.25,2.7.7.4	ko:K00955,ko:K00956	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00509,R00529,R04928,R04929	RC00002,RC00078,RC02809,RC02889	ko00000,ko00001,ko00002,ko01000			iECO103_1326.ECO103_3293	Bacteria	1MUD9@1224,1RME4@1236,3NJ0B@468,COG2895@1,COG2895@2	NA|NA|NA	H	Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN NodQ subfamily
WP_000020584.1	1029823.AFIE01000022_gene955	2.5e-139	501.9	Moraxellaceae			2.7.6.5	ko:K07816	ko00230,map00230		R00429	RC00002,RC00078	ko00000,ko00001,ko01000				Bacteria	1RBSQ@1224,1RR52@1236,3NPAH@468,COG2357@1,COG2357@2	NA|NA|NA	S	Region found in RelA / SpoT proteins
WP_000020713.1	470.IX87_03915	1.9e-208	731.5	Moraxellaceae	impA			ko:K11902	ko02025,map02025	M00334			ko00000,ko00001,ko00002,ko02044				Bacteria	1MY80@1224,1S141@1236,3NJVD@468,COG3515@1,COG3515@2	NA|NA|NA	S	ImpA, N-terminal, type VI secretion system
WP_000020771.1	470.IX87_06780	6.9e-101	373.2	Moraxellaceae													Bacteria	1QNSH@1224,1TMDZ@1236,3NMY9@468,COG2072@1,COG2072@2	NA|NA|NA	P	flavoprotein involved in K transport
WP_000021172.1	470.IX87_18155	1.1e-141	509.2	Moraxellaceae	fpr		1.18.1.2,1.19.1.1	ko:K00528,ko:K05784	ko00362,ko00364,ko00622,ko01100,ko01120,ko01220,map00362,map00364,map00622,map01100,map01120,map01220	M00551	R05290,R05291,R05428,R05621,R05622,R05665,R08100,R08101,R08108,R08109,R08110,R10159	RC00270,RC01378,RC01450,RC01910	br01602,ko00000,ko00001,ko00002,ko01000				Bacteria	1QKFA@1224,1RZKF@1236,3NJVN@468,COG1018@1,COG1018@2	NA|NA|NA	C	Oxidoreductase NAD-binding domain
WP_000021434.1	470.IX87_11815	1.8e-90	338.6	Moraxellaceae													Bacteria	1P19K@1224,1ST37@1236,2FETA@1,346SB@2,3NN3R@468	NA|NA|NA		
WP_000021528.1	1217710.F969_00753	1.2e-91	342.4	Moraxellaceae	lspA		3.4.23.36	ko:K03101	ko03060,map03060				ko00000,ko00001,ko01000,ko01002				Bacteria	1RGV9@1224,1RY7Q@1236,3NP1D@468,COG0597@1,COG0597@2	NA|NA|NA	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins
WP_000022126.1	871585.BDGL_002261	1.6e-157	562.0	Moraxellaceae	estX												Bacteria	1RJ4X@1224,1SG4Q@1236,3NM6Y@468,COG2267@1,COG2267@2	NA|NA|NA	I	Serine aminopeptidase, S33
WP_000022187.1	470.IX87_02410	2.1e-72	278.1	Moraxellaceae				ko:K09966					ko00000				Bacteria	1RH68@1224,1S9TF@1236,3NN33@468,COG3651@1,COG3651@2	NA|NA|NA	S	Uncharacterized protein conserved in bacteria (DUF2237)
WP_000022555.1	470.IX87_11050	8.2e-70	269.6	Moraxellaceae	mscL	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008361,GO:0008381,GO:0009987,GO:0009992,GO:0015267,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022803,GO:0022836,GO:0022857,GO:0030104,GO:0031224,GO:0032535,GO:0042592,GO:0044425,GO:0048878,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071840,GO:0090066		ko:K03282					ko00000,ko02000	1.A.22.1			Bacteria	1RHG8@1224,1S3PD@1236,3NN59@468,COG1970@1,COG1970@2	NA|NA|NA	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell
WP_000023429.1	470.IX87_02360	1.2e-160	572.4	Moraxellaceae	parB			ko:K03497					ko00000,ko03000,ko03036,ko04812				Bacteria	1MW2E@1224,1RN65@1236,3NJZB@468,COG1475@1,COG1475@2	NA|NA|NA	K	Belongs to the ParB family
WP_000024027.1	470.IX87_04405	2.6e-74	284.6	Moraxellaceae													Bacteria	1RIZT@1224,1S4TP@1236,3NT8W@468,COG1733@1,COG1733@2	NA|NA|NA	K	HxlR-like helix-turn-helix
WP_000024050.1	470.IX87_04625	5.2e-33	146.4	Moraxellaceae													Bacteria	1QCB1@1224,1TMUR@1236,2A4F6@1,30T14@2,3NPFG@468	NA|NA|NA	S	KTSC domain
WP_000024222.1	470.IX87_03310	5.2e-24	119.0	Moraxellaceae				ko:K06884					ko00000				Bacteria	1NEF6@1224,1T0H8@1236,3NJVU@468,COG3729@1,COG3729@2	NA|NA|NA	S	Stress-induced bacterial acidophilic repeat motif
WP_000024269.1	470.IX87_16760	0.0	1748.0	Moraxellaceae	topA	GO:0003674,GO:0003824,GO:0003916,GO:0003917,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016853,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360	5.99.1.2	ko:K03168					ko00000,ko01000,ko03032,ko03400				Bacteria	1MUFZ@1224,1RNZ2@1236,3NJWY@468,COG0550@1,COG0550@2	NA|NA|NA	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone
WP_000025826.1	470.IX87_18005	1.6e-249	868.2	Moraxellaceae	nrdB		1.17.4.1	ko:K00526	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400			iJN746.PP_1177	Bacteria	1MWUS@1224,1RMJC@1236,3NIY6@468,COG0208@1,COG0208@2	NA|NA|NA	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
WP_000025988.1	470.IX87_09640	7.1e-159	566.6	Moraxellaceae	etfA			ko:K03522					ko00000,ko04147				Bacteria	1MUFI@1224,1RMK7@1236,3NIEY@468,COG2025@1,COG2025@2	NA|NA|NA	C	Electron transfer flavoprotein
WP_000026486.1	470.IX87_04675	8e-255	885.9	Moraxellaceae				ko:K03286,ko:K16191					ko00000,ko02000	1.B.6,1.B.6.1.3			Bacteria	1N4QS@1224,1SCDA@1236,3NSZS@468,COG2885@1,COG2885@2	NA|NA|NA	M	OmpA family
WP_000026856.1	470.IX87_19700	1.9e-118	431.8	Moraxellaceae	dhbB		3.3.2.1,6.3.2.14	ko:K01252	ko01053,ko01110,ko01130,map01053,map01110,map01130		R03037,R07644	RC00162,RC00350,RC02148,RC03046	ko00000,ko00001,ko01000,ko01008				Bacteria	1MW2U@1224,1RRZ8@1236,3NIS0@468,COG1535@1,COG1535@2	NA|NA|NA	Q	Isochorismatase family
WP_000026926.1	470.IX87_14810	8.4e-151	539.7	Moraxellaceae	nadC	GO:0003674,GO:0003824,GO:0004514,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016054,GO:0016740,GO:0016757,GO:0016763,GO:0017144,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034213,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0042737,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046483,GO:0046496,GO:0046700,GO:0046874,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0072526,GO:0090407,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605	2.4.2.19	ko:K00767	ko00760,ko01100,map00760,map01100	M00115	R03348	RC02877	ko00000,ko00001,ko00002,ko01000			iECP_1309.ECP_0109	Bacteria	1MW0C@1224,1RMBU@1236,3NJD6@468,COG0157@1,COG0157@2	NA|NA|NA	H	Belongs to the NadC ModD family
WP_000027403.1	470.IX87_16795	1.2e-42	178.7	Moraxellaceae													Bacteria	1NBCN@1224,1SC9E@1236,2E85W@1,332JD@2,3NNX8@468	NA|NA|NA		
WP_000027499.1	470.IX87_09345	1e-198	699.1	Moraxellaceae	cysA	GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008272,GO:0015698,GO:0016020,GO:0040007,GO:0044464,GO:0051179,GO:0051234,GO:0071944,GO:0072348	3.6.3.25,3.6.3.29	ko:K02017,ko:K02045,ko:K10112	ko00920,ko02010,map00920,map02010	M00185,M00189,M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.1,3.A.1.6.1,3.A.1.6.3,3.A.1.8			Bacteria	1QTTT@1224,1RN1B@1236,3NK8I@468,COG1118@1,COG1118@2	NA|NA|NA	P	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system
WP_000027529.1	470.IX87_14775	1.1e-113	416.0	Moraxellaceae	desT			ko:K22105					ko00000,ko03000				Bacteria	1RHKV@1224,1S65B@1236,3NKKM@468,COG1309@1,COG1309@2	NA|NA|NA	K	Bacterial regulatory proteins, tetR family
WP_000027937.1	1230338.MOMA_07031	3.4e-07	61.2	Moraxellaceae													Bacteria	1P3I1@1224,1SRCI@1236,2C3F7@1,346GN@2,3NRX4@468	NA|NA|NA		
WP_000028947.1	1144672.F966_02181	7.8e-26	122.5	Moraxellaceae													Bacteria	1QERB@1224,1TBJX@1236,2B7X1@1,3213Z@2,3NP6T@468	NA|NA|NA		
WP_000028999.1	436717.AOLE_10165	2.2e-151	541.6	Moraxellaceae				ko:K02049		M00188			ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17			Bacteria	1MUDV@1224,1RNEH@1236,3NKZG@468,COG1116@1,COG1116@2	NA|NA|NA	P	ATPases associated with a variety of cellular activities
WP_000029961.1	470.IX87_20675	1e-128	466.1	Moraxellaceae	IV02_10645			ko:K19776					ko00000,ko03000				Bacteria	1MUP9@1224,1RNPJ@1236,3NIVG@468,COG2186@1,COG2186@2	NA|NA|NA	K	FCD
WP_000030403.1	575564.HMPREF0014_02916	1.7e-128	465.3	Moraxellaceae	fkpA		5.2.1.8	ko:K03772					ko00000,ko01000,ko03110				Bacteria	1RDA1@1224,1RRKU@1236,3NKXN@468,COG0545@1,COG0545@2	NA|NA|NA	O	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
WP_000030961.1	575564.HMPREF0014_01513	2.9e-148	531.2	Moraxellaceae	pcaU			ko:K02624					ko00000,ko03000				Bacteria	1R5WX@1224,1SYGA@1236,3NK62@468,COG1414@1,COG1414@2	NA|NA|NA	K	helix_turn_helix isocitrate lyase regulation
WP_000030993.1	470.IX87_02600	1.7e-31	141.4	Moraxellaceae													Bacteria	1QP42@1224,1TMTI@1236,2BG6S@1,32A3N@2,3NPCH@468	NA|NA|NA		
WP_000031022.1	470.IX87_14715	1.3e-140	505.8	Moraxellaceae	ssuC	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0071944	1.14.14.5	ko:K04091,ko:K15554	ko00920,ko02010,map00920,map02010	M00436	R07210,R10206	RC01779,RC02556	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.17.2		iAF1260.b0934,iB21_1397.B21_00945,iBWG_1329.BWG_0786,iEC55989_1330.EC55989_0983,iECBD_1354.ECBD_2661,iECB_1328.ECB_00938,iECDH10B_1368.ECDH10B_1004,iECDH1ME8569_1439.ECDH1ME8569_0885,iECD_1391.ECD_00938,iECIAI1_1343.ECIAI1_0975,iECNA114_1301.ECNA114_1020,iECO103_1326.ECO103_0979,iECO26_1355.ECO26_1061,iECSF_1327.ECSF_0855,iECW_1372.ECW_m1044,iEKO11_1354.EKO11_2896,iETEC_1333.ETEC_1002,iEcDH1_1363.EcDH1_2709,iEcE24377_1341.EcE24377A_1036,iEcHS_1320.EcHS_A1043,iEcolC_1368.EcolC_2662,iJO1366.b0934,iSSON_1240.SSON_0937,iUMNK88_1353.UMNK88_1089,iWFL_1372.ECW_m1044,iY75_1357.Y75_RS04855	Bacteria	1MWS0@1224,1RR15@1236,3NIPE@468,COG0600@1,COG0600@2	NA|NA|NA	P	Binding-protein-dependent transport system inner membrane component
WP_000031228.1	470.IX87_09170	3.8e-268	930.2	Moraxellaceae	gapA	GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0036094,GO:0043891,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363	1.2.1.12,4.1.1.32	ko:K00134,ko:K01596	ko00010,ko00020,ko00620,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03320,ko04066,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,ko05010,map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map03320,map04066,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R00431,R00726,R01061	RC00002,RC00149,RC02741	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147			iIT341.HP0921,iIT341.HP1346	Bacteria	1MZE4@1224,1RMSI@1236,3NJM5@468,COG0057@1,COG0057@2	NA|NA|NA	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
