# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	83915	85453	+	WP_000421600.1	WP_000421600.1		histidine ammonia-lyase	hutH		ABUW_RS00385	1539	512	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	85518	86930	+							ABUW_RS00390	1413		old_locus_tag=ABUW_0079
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	85518	86930	+	WP_000081467.1	WP_000081467.1		amino acid permease			ABUW_RS00390	1413	470	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	86982	88187	+							ABUW_RS00395	1206		old_locus_tag=ABUW_0080
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	86982	88187	+	WP_000737790.1	WP_000737790.1		imidazolonepropionase			ABUW_RS00395	1206	401	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	88198	89118	+					hutG		ABUW_RS00400	921		old_locus_tag=ABUW_0081
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	88198	89118	+	WP_001016898.1	WP_001016898.1		formimidoylglutamase	hutG		ABUW_RS00400	921	306	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	89373	91199	+							ABUW_RS00405	1827		old_locus_tag=ABUW_0082
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	89373	91199	+	WP_000797607.1	WP_000797607.1		DUF885 domain-containing protein			ABUW_RS00405	1827	608	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	91299	91937	+							ABUW_RS00410	639		old_locus_tag=ABUW_0083
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	91299	91937	+	WP_000414387.1	WP_000414387.1		HAD family hydrolase			ABUW_RS00410	639	212	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	91961	92761	+					murI		ABUW_RS00415	801		old_locus_tag=ABUW_0084
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	91961	92761	+	WP_001063719.1	WP_001063719.1		glutamate racemase	murI		ABUW_RS00415	801	266	
gene	pseudogene	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	93475	93769	+							ABUW_RS00420	295		pseudo;old_locus_tag=ABUW_0085
CDS	without_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	93475	93769	+				hypothetical protein			ABUW_RS00420	295		pseudo
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	94238	95305	+							ABUW_RS00425	1068		old_locus_tag=ABUW_0086
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	94238	95305	+	WP_000862934.1	WP_000862934.1		DNA cytosine methyltransferase			ABUW_RS00425	1068	355	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	95292	98285	+							ABUW_RS00430	2994		old_locus_tag=ABUW_0087
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	95292	98285	+	WP_001062713.1	WP_001062713.1		ATP-binding protein			ABUW_RS00430	2994	997	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	98290	99990	+							ABUW_RS00435	1701		old_locus_tag=ABUW_0088
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	98290	99990	+	WP_001097214.1	WP_001097214.1		hypothetical protein			ABUW_RS00435	1701	566	
gene	pseudogene	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	100206	100292	-							ABUW_RS20075	87		partial;pseudo
CDS	without_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	100206	100292	-				transposase domain-containing protein			ABUW_RS20075	87		partial;pseudo
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	100659	102497	-					glmS		ABUW_RS00440	1839		old_locus_tag=ABUW_0089
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	100659	102497	-	WP_000334179.1	WP_000334179.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		ABUW_RS00440	1839	612	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	102510	103874	-					glmU		ABUW_RS00445	1365		old_locus_tag=ABUW_0090
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	102510	103874	-	WP_000108585.1	WP_000108585.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		ABUW_RS00445	1365	454	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	103891	104406	-							ABUW_RS00450	516		old_locus_tag=ABUW_0091
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	103891	104406	-	WP_000380676.1	WP_000380676.1		phosphatidylglycerophosphatase A			ABUW_RS00450	516	171	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	104384	105301	-					thiL		ABUW_RS00455	918		old_locus_tag=ABUW_0092
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	104384	105301	-	WP_000807403.1	WP_000807403.1		thiamine-phosphate kinase	thiL		ABUW_RS00455	918	305	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	105317	105766	-					nusB		ABUW_RS00460	450		old_locus_tag=ABUW_0093
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	105317	105766	-	WP_000084188.1	WP_000084188.1		transcription antitermination factor NusB	nusB		ABUW_RS00460	450	149	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	105770	106240	-					ribE		ABUW_RS00465	471		old_locus_tag=ABUW_0094
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	105770	106240	-	WP_001007829.1	WP_001007829.1		6,7-dimethyl-8-ribityllumazine synthase	ribE		ABUW_RS00465	471	156	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	106252	107373	-							ABUW_RS00470	1122		old_locus_tag=ABUW_0095
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	106252	107373	-	WP_001131389.1	WP_001131389.1		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II			ABUW_RS00470	1122	373	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	107613	108920	-							ABUW_RS00475	1308		old_locus_tag=ABUW_0096
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	107613	108920	-	WP_001985281.1	WP_001985281.1		hypothetical protein			ABUW_RS00475	1308	435	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	108980	110203	+					serB		ABUW_RS00480	1224		old_locus_tag=ABUW_0097
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	108980	110203	+	WP_001206799.1	WP_001206799.1		phosphoserine phosphatase SerB	serB		ABUW_RS00480	1224	407	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	110613	110948	+							ABUW_RS00485	336		old_locus_tag=ABUW_0098
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	110613	110948	+	WP_000255593.1	WP_000255593.1		hypothetical protein			ABUW_RS00485	336	111	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	111202	111681	+							ABUW_RS00490	480		old_locus_tag=ABUW_0099
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	111202	111681	+	WP_000778129.1	WP_000778129.1		hypothetical protein			ABUW_RS00490	480	159	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	111721	112164	-							ABUW_RS00495	444		old_locus_tag=ABUW_0100
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	111721	112164	-	WP_001202027.1	WP_001202027.1		D-tyrosyl-tRNA(Tyr) deacylase			ABUW_RS00495	444	147	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	112333	113547	+					pncB		ABUW_RS00500	1215		old_locus_tag=ABUW_0101
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	112333	113547	+	WP_000074557.1	WP_000074557.1		nicotinate phosphoribosyltransferase	pncB		ABUW_RS00500	1215	404	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	113698	114546	+							ABUW_RS00505	849		old_locus_tag=ABUW_0102
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	113698	114546	+	WP_000174475.1	WP_000174475.1		sulfurtransferase			ABUW_RS00505	849	282	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	114543	115394	+					psd		ABUW_RS00510	852		old_locus_tag=ABUW_0103
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	114543	115394	+	WP_000011219.1	WP_000011219.1		phosphatidylserine decarboxylase	psd		ABUW_RS00510	852	283	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	115667	116809	+							ABUW_RS00515	1143		old_locus_tag=ABUW_0104
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	115667	116809	+	WP_161283682.1	WP_161283682.1		alpha/beta fold hydrolase			ABUW_RS00515	1143	380	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	116879	118237	-					phoR		ABUW_RS00520	1359		old_locus_tag=ABUW_0105
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	116879	118237	-	WP_000273188.1	WP_000273188.1		phosphate regulon sensor histidine kinase PhoR	phoR		ABUW_RS00520	1359	452	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	118247	118957	-					phoB		ABUW_RS00525	711		old_locus_tag=ABUW_0106
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	118247	118957	-	WP_000650776.1	WP_000650776.1		phosphate regulon transcriptional regulator PhoB	phoB		ABUW_RS00525	711	236	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	119213	119884	-							ABUW_RS00530	672		old_locus_tag=ABUW_0107
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	119213	119884	-	WP_000224581.1	WP_000224581.1		TetR/AcrR family transcriptional regulator			ABUW_RS00530	672	223	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	120081	120914	+							ABUW_RS00535	834		old_locus_tag=ABUW_0108
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	120081	120914	+	WP_000787753.1	WP_000787753.1		SDR family NAD(P)-dependent oxidoreductase			ABUW_RS00535	834	277	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	120971	122356	-							ABUW_RS00540	1386		old_locus_tag=ABUW_0109
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	120971	122356	-	WP_001985285.1	WP_001985285.1		MATE family efflux transporter			ABUW_RS00540	1386	461	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	122445	123599	-							ABUW_RS00545	1155		old_locus_tag=ABUW_0110
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	122445	123599	-	WP_000939852.1	WP_000939852.1		pyridoxal phosphate-dependent aminotransferase			ABUW_RS00545	1155	384	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	123627	124937	-							ABUW_RS00550	1311		old_locus_tag=ABUW_0111
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	123627	124937	-	WP_001055477.1	WP_001055477.1		DUF445 domain-containing protein			ABUW_RS00550	1311	436	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	124951	125514	-							ABUW_RS00555	564		old_locus_tag=ABUW_0112
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	124951	125514	-	WP_000876371.1	WP_000876371.1		hypothetical protein			ABUW_RS00555	564	187	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	125574	126113	-							ABUW_RS00560	540		old_locus_tag=ABUW_0113
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	125574	126113	-	WP_000999587.1	WP_000999587.1		DUF924 domain-containing protein			ABUW_RS00560	540	179	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	126282	127859	+							ABUW_RS00565	1578		old_locus_tag=ABUW_0114
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	126282	127859	+	WP_000082281.1	WP_000082281.1		glutamate--cysteine ligase			ABUW_RS00565	1578	525	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	127874	128389	+							ABUW_RS00570	516		old_locus_tag=ABUW_0115
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	127874	128389	+	WP_001240041.1	WP_001240041.1		disulfide bond formation protein B			ABUW_RS00570	516	171	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	128519	131860	+							ABUW_RS00575	3342		old_locus_tag=ABUW_0116
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	128519	131860	+	WP_161283681.1	WP_161283681.1		type VI secretion system tip protein VgrG			ABUW_RS00575	3342	1113	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	131872	133620	+							ABUW_RS19650	1749		old_locus_tag=ABUW_0117
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	131872	133620	+	WP_001034707.1	WP_001034707.1		LysM peptidoglycan-binding domain-containing protein			ABUW_RS19650	1749	582	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	133642	134100	+							ABUW_RS00585	459		old_locus_tag=ABUW_0118
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	133642	134100	+	WP_000770763.1	WP_000770763.1		hypothetical protein			ABUW_RS00585	459	152	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	134102	134458	+							ABUW_RS00590	357		old_locus_tag=ABUW_0119
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	134102	134458	+	WP_000877633.1	WP_000877633.1		hypothetical protein			ABUW_RS00590	357	118	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	134555	135292	+							ABUW_RS00595	738		old_locus_tag=ABUW_0120
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	134555	135292	+	WP_001260545.1	WP_001260545.1		DUF1311 domain-containing protein			ABUW_RS00595	738	245	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	135405	136130	+							ABUW_RS00600	726		old_locus_tag=ABUW_0121
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	135405	136130	+	WP_000410830.1	WP_000410830.1		SH3 domain-containing protein			ABUW_RS00600	726	241	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	136197	137540	-							ABUW_RS00605	1344		old_locus_tag=ABUW_0122
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	136197	137540	-	WP_001139635.1	WP_001139635.1		hypothetical protein			ABUW_RS00605	1344	447	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	137752	138333	+							ABUW_RS00610	582		old_locus_tag=ABUW_0123
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	137752	138333	+	WP_001021722.1	WP_001021722.1		esterase			ABUW_RS00610	582	193	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	138348	140231	+					parE		ABUW_RS00615	1884		old_locus_tag=ABUW_0124
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	138348	140231	+	WP_000195974.1	WP_000195974.1		DNA topoisomerase IV subunit B	parE		ABUW_RS00615	1884	627	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	140353	140877	-							ABUW_RS00620	525		old_locus_tag=ABUW_0125
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	140353	140877	-	WP_012300453.1	WP_012300453.1		ureidoglycolate lyase			ABUW_RS00620	525	174	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	140853	141863	-							ABUW_RS00625	1011		old_locus_tag=ABUW_0126
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	140853	141863	-	WP_000212411.1	WP_000212411.1		allantoicase			ABUW_RS00625	1011	336	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	142063	143220	+					hpxO		ABUW_RS00630	1158		old_locus_tag=ABUW_0127
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	142063	143220	+	WP_001103537.1	WP_001103537.1		FAD-dependent urate hydroxylase HpxO	hpxO		ABUW_RS00630	1158	385	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	143273	143998	-							ABUW_RS00635	726		old_locus_tag=ABUW_0128
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	143273	143998	-	WP_001176274.1	WP_001176274.1		ion channel protein Tsx			ABUW_RS00635	726	241	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	144121	145488	-							ABUW_RS00640	1368		old_locus_tag=ABUW_0129
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	144121	145488	-	WP_001016448.1	WP_001016448.1		purine permease			ABUW_RS00640	1368	455	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	145513	145836	-					uraH		ABUW_RS00645	324		old_locus_tag=ABUW_0130
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	145513	145836	-	WP_000626018.1	WP_000626018.1		hydroxyisourate hydrolase	uraH		ABUW_RS00645	324	107	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	145833	146336	-					uraD		ABUW_RS00650	504		old_locus_tag=ABUW_0131
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	145833	146336	-	WP_000477669.1	WP_000477669.1		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	uraD		ABUW_RS00650	504	167	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	146436	147455	-					puuE		ABUW_RS00655	1020		old_locus_tag=ABUW_0132
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	146436	147455	-	WP_001985298.1	WP_001985298.1		allantoinase PuuE	puuE		ABUW_RS00655	1020	339	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	147645	148004	+							ABUW_RS00660	360		old_locus_tag=ABUW_0133
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	147645	148004	+	WP_001985299.1	WP_001985299.1		HPF/RaiA family ribosome-associated protein			ABUW_RS00660	360	119	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	148163	148708	+							ABUW_RS00665	546		old_locus_tag=ABUW_0134
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	148163	148708	+	WP_000958427.1	WP_000958427.1		ankyrin repeat domain-containing protein			ABUW_RS00665	546	181	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	148721	149488	+							ABUW_RS00670	768		old_locus_tag=ABUW_0135
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	148721	149488	+	WP_001258761.1	WP_001258761.1		transporter			ABUW_RS00670	768	255	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	149517	151331	+					dsbD		ABUW_RS00675	1815		old_locus_tag=ABUW_0136
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	149517	151331	+	WP_000733830.1	WP_000733830.1		protein-disulfide reductase DsbD	dsbD		ABUW_RS00675	1815	604	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	151323	152405	-							ABUW_RS00680	1083		old_locus_tag=ABUW_0137
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	151323	152405	-	WP_157010720.1	WP_157010720.1		diguanylate cyclase			ABUW_RS00680	1083	360	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	152692	153603	-							ABUW_RS00685	912		old_locus_tag=ABUW_0138
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	152692	153603	-	WP_001025107.1	WP_001025107.1		alpha/beta hydrolase			ABUW_RS00685	912	303	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	153753	154190	+							ABUW_RS00690	438		old_locus_tag=ABUW_0139
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	153753	154190	+	WP_000717012.1	WP_000717012.1		DUF2147 domain-containing protein			ABUW_RS00690	438	145	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	154228	154578	-							ABUW_RS00695	351		old_locus_tag=ABUW_0140
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	154228	154578	-	WP_000913165.1	WP_000913165.1		arsenate reductase			ABUW_RS00695	351	116	
