Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5654696,"Downstream signaling of activated FGFR2",5,42,0.0028624003271314658,0.059985265250228625,0.6469790232063776,22,23,0.0017744175281592346,9606,Homo sapiens,"2246;2263","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654399;R-HSA-5654620;R-HSA-5654397;R-HSA-5654618;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654159;R-HSA-5654607;R-HSA-8941618;R-HSA-5654157;R-HSA-5654701;R-HSA-5654605;R-HSA-5654603;R-HSA-5654697"
R-HSA-9652817,"Signaling by MAPK mutants",2,8,5.45219109929803E-4,0.06053852136632054,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"11221;1848","","R-HSA-9652816"
R-HSA-427652,"Sodium-coupled phosphate cotransporters",2,8,5.45219109929803E-4,0.06053852136632054,0.6469790232063776,2,3,2.3144576454250888E-4,9606,Homo sapiens,"10568;6574","","R-HSA-427605;R-HSA-427656"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",33,499,0.03400804198187146,0.06055767056184824,0.6469790232063776,116,396,0.03055084091961117,9606,Homo sapiens,"3280;6772;2099;3164;54492;2246;3773;11221;1839;22943;8325;6004;2100;2065;2263;100132074;3426;2259;54567;255324;55534;54845;2939;5920;1848","","R-HSA-2023455;R-HSA-2023451;R-HSA-9656212;R-HSA-9664664;R-HSA-1839112;R-HSA-9664646;R-HSA-2067713;R-HSA-9664950;R-HSA-2900747;R-HSA-2730752;R-HSA-4396393;R-HSA-4396392;R-HSA-2400009;R-HSA-2400010;R-HSA-9665699;R-HSA-4396402;R-HSA-2900765;R-HSA-4396401;R-HSA-9665697;R-HSA-9665701;R-HSA-9665700;R-HSA-9665705;R-HSA-9665709;R-HSA-2769000;R-HSA-9664976;R-HSA-9664983;R-HSA-5655315;R-HSA-2769007;R-HSA-5655326;R-HSA-9672159;R-HSA-9664991;R-HSA-5655323;R-HSA-2033490;R-HSA-5655320;R-HSA-2033488;R-HSA-2033486;R-HSA-5655301;R-HSA-2033479;R-HSA-2033474;R-HSA-2033472;R-HSA-9672176;R-HSA-2737728;R-HSA-5339711;R-HSA-5655343;R-HSA-8851710;R-HSA-5655339;R-HSA-9670418;R-HSA-2029983;R-HSA-9670417;R-HSA-9670416;R-HSA-6802916;R-HSA-2220964;R-HSA-2220966;R-HSA-5655262;R-HSA-6802927;R-HSA-9670426;R-HSA-5655263;R-HSA-2220971;R-HSA-5654748;R-HSA-6802924;R-HSA-6802935;R-HSA-6802934;R-HSA-2220976;R-HSA-2220979;R-HSA-6802933;R-HSA-6802932;R-HSA-2220981;R-HSA-5655233;R-HSA-2220985;R-HSA-5655247;R-HSA-5655244;R-HSA-6802941;R-HSA-5655245;R-HSA-5655243;R-HSA-5655240;R-HSA-9670413;R-HSA-9670412;R-HSA-5655241;R-HSA-2691211;R-HSA-5655285;R-HSA-9664567;R-HSA-5655295;R-HSA-5655290;R-HSA-5655289;R-HSA-5655270;R-HSA-2220944;R-HSA-5655268;R-HSA-5655269;R-HSA-2012074;R-HSA-5655266;R-HSA-2029992;R-HSA-2012073;R-HSA-5655278;R-HSA-2029988;R-HSA-5655277;R-HSA-2029989;R-HSA-2220957;R-HSA-2029984;R-HSA-8853319;R-HSA-9652816;R-HSA-8853313;R-HSA-8853320;R-HSA-2399988;R-HSA-5387392;R-HSA-1888198;R-HSA-2399992;R-HSA-9664588;R-HSA-1839100;R-HSA-1839098;R-HSA-2660815;R-HSA-1225978;R-HSA-1839094;R-HSA-2077424;R-HSA-2077421;R-HSA-2077420;R-HSA-5340587"
R-HSA-9607240,"FLT3 Signaling",25,362,0.024671164724323586,0.06375528081818371,0.6469790232063776,14,97,0.00748341305354112,9606,Homo sapiens,"88;25759;5593;2263;2065;3560;1437;1843;2668;3426;2259;2246;255324;57731;3773;3751;11221;1839;2939;1848;4902","","R-HSA-109699;R-HSA-9653585;R-HSA-9645137;R-HSA-5675376;R-HSA-5658430;R-HSA-9654523;R-HSA-9654521;R-HSA-9653503;R-HSA-9654525;R-HSA-5672965;R-HSA-9645126;R-HSA-9654533;R-HSA-5675373;R-HSA-5672969"
R-HSA-6783589,"Interleukin-6 family signaling",4,30,0.0020445716622367613,0.06375575545012024,0.6469790232063776,21,33,0.0025459034099675976,9606,Homo sapiens,"3589;6772;2939","","R-HSA-6783524;R-HSA-6783556;R-HSA-449829;R-HSA-1112565;R-HSA-6783681;R-HSA-1112727;R-HSA-6783552;R-HSA-1112602;R-HSA-1112538;R-HSA-6784204;R-HSA-1112604;R-HSA-6783530;R-HSA-1067646;R-HSA-1112514;R-HSA-1067651;R-HSA-5696482;R-HSA-1067688;R-HSA-6784189;R-HSA-1112587;R-HSA-1067659;R-HSA-449976"
R-HSA-611105,"Respiratory electron transport",10,115,0.007837524705240918,0.06393414371776351,0.6469790232063776,9,19,0.0014658231754358896,9606,Homo sapiens,"4519;4540;4541;4512;4513;4535;4514;4536;4537;4538","","R-HSA-6799191;R-HSA-163217;R-HSA-6799202;R-HSA-6799199;R-HSA-164651;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179;R-HSA-163214"
R-HSA-5673001,"RAF/MAP kinase cascade",24,345,0.023512574115722756,0.06402936765269673,0.6469790232063776,11,75,0.005786144113562722,9606,Homo sapiens,"88;25759;5593;2263;2065;3560;1437;1843;2668;3426;2259;2246;255324;57731;3751;11221;1839;2939;1848;4902","","R-HSA-9653585;R-HSA-5672965;R-HSA-5675376;R-HSA-9654533;R-HSA-5658430;R-HSA-9654523;R-HSA-9654521;R-HSA-5675373;R-HSA-9653503;R-HSA-9654525;R-HSA-5672969"
R-HSA-1474244,"Extracellular matrix organization",23,329,0.02242213589586315,0.06587405470926155,0.6469790232063776,132,318,0.02453325104150594,9606,Homo sapiens,"7143;7373;4320;3694;9313;7412;4322;1295;92291;2207;1634;3914;3249;1301;3918;4323;4312;999;140766;4239;4316;1308;4318","","R-HSA-8944266;R-HSA-2002460;R-HSA-3828025;R-HSA-1564179;R-HSA-1592349;R-HSA-1604368;R-HSA-3791155;R-HSA-1564184;R-HSA-1604360;R-HSA-2426676;R-HSA-1566981;R-HSA-1564164;R-HSA-1566979;R-HSA-3791149;R-HSA-2002440;R-HSA-1458433;R-HSA-2533950;R-HSA-2534206;R-HSA-198941;R-HSA-1564169;R-HSA-1604359;R-HSA-2482180;R-HSA-4084505;R-HSA-1592362;R-HSA-2534160;R-HSA-2537499;R-HSA-2514790;R-HSA-2327909;R-HSA-2534240;R-HSA-1604690;R-HSA-2534248;R-HSA-4224014;R-HSA-2534260;R-HSA-8942302;R-HSA-1980233;R-HSA-2396029;R-HSA-375135;R-HSA-1650808;R-HSA-2328129;R-HSA-1604732;R-HSA-2213192;R-HSA-1604722;R-HSA-2681667;R-HSA-2533965;R-HSA-1592436;R-HSA-2327886;R-HSA-2396234;R-HSA-2213201;R-HSA-1604712;R-HSA-2213200;R-HSA-8948219;R-HSA-2213205;R-HSA-2533970;R-HSA-2152276;R-HSA-8948222;R-HSA-2213207;R-HSA-2681681;R-HSA-2168923;R-HSA-8948232;R-HSA-8948234;R-HSA-1474196;R-HSA-4086205;R-HSA-1604763;R-HSA-1474197;R-HSA-3791295;R-HSA-8948224;R-HSA-1604752;R-HSA-8948226;R-HSA-2396079;R-HSA-8948228;R-HSA-8948230;R-HSA-1602454;R-HSA-8948231;R-HSA-2424246;R-HSA-8848658;R-HSA-2396083;R-HSA-2327738;R-HSA-8940561;R-HSA-2395320;R-HSA-1604741;R-HSA-1602488;R-HSA-2168960;R-HSA-2161282;R-HSA-2022073;R-HSA-2514831;R-HSA-1454781;R-HSA-2327695;R-HSA-1602484;R-HSA-1981104;R-HSA-1602473;R-HSA-1454757;R-HSA-1474213;R-HSA-1474210;R-HSA-2484882;R-HSA-2168982;R-HSA-2485148;R-HSA-1602466;R-HSA-349626;R-HSA-1564117;R-HSA-2328037;R-HSA-2299620;R-HSA-1564112;R-HSA-265422;R-HSA-1474266;R-HSA-3827958;R-HSA-1564120;R-HSA-265428;R-HSA-1454791;R-HSA-8944218;R-HSA-2533874;R-HSA-1981128;R-HSA-1592270;R-HSA-1605825;R-HSA-1981120;R-HSA-8943959;R-HSA-2002428;R-HSA-3787997;R-HSA-8944236;R-HSA-1592316;R-HSA-1566962;R-HSA-1604350;R-HSA-3907292;R-HSA-8944225;R-HSA-2089971;R-HSA-1454843;R-HSA-1454822;R-HSA-216050;R-HSA-1592297;R-HSA-216048;R-HSA-1564143;R-HSA-1564142;R-HSA-1981157"
R-HSA-6799198,"Complex I biogenesis",6,57,0.003884686158249847,0.06686164175327458,0.6469790232063776,6,13,0.0010029316463508718,9606,Homo sapiens,"4540;4541;4535;4536;4537;4538","","R-HSA-6799191;R-HSA-6799202;R-HSA-6799199;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179"
R-HSA-1500931,"Cell-Cell communication",11,133,0.009064267702582975,0.07105708980551617,0.6469790232063776,11,60,0.004628915290850177,9606,Homo sapiens,"88;3914;1004;1003;3918;23562;999;2185;55679;1308;9075","","R-HSA-446391;R-HSA-446083;R-HSA-420019;R-HSA-391152;R-HSA-432956;R-HSA-446077;R-HSA-419002;R-HSA-451403;R-HSA-432952;R-HSA-446089;R-HSA-419001"
R-HSA-2023837,"Signaling by FGFR2 amplification mutants",2,9,6.133714986710284E-4,0.07422317935112566,0.6469790232063776,4,4,3.0859435272334514E-4,9606,Homo sapiens,"2263","","R-HSA-2029992;R-HSA-2029988;R-HSA-2029989;R-HSA-2067713"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",2,9,6.133714986710284E-4,0.07422317935112566,0.6469790232063776,3,4,3.0859435272334514E-4,9606,Homo sapiens,"84870;2099","","R-HSA-8932076;R-HSA-8877884;R-HSA-8932084"
R-HSA-5654738,"Signaling by FGFR2",8,88,0.005997410209227834,0.07491105531272724,0.6469790232063776,44,46,0.003548835056318469,9606,Homo sapiens,"28984;2246;10253;54845;2263","","R-HSA-5654614;R-HSA-5654615;R-HSA-1295634;R-HSA-5654612;R-HSA-934604;R-HSA-5654677;R-HSA-1295632;R-HSA-5654608;R-HSA-5654622;R-HSA-190408;R-HSA-5654620;R-HSA-5654618;R-HSA-190413;R-HSA-5654406;R-HSA-5656070;R-HSA-5654407;R-HSA-934559;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-1295622;R-HSA-1295621;R-HSA-5654159;R-HSA-5654607;R-HSA-6803838;R-HSA-5654157;R-HSA-5654605;R-HSA-6803836;R-HSA-5654603;R-HSA-5654729;R-HSA-6803527;R-HSA-1295604;R-HSA-5654399;R-HSA-1295609;R-HSA-5654397;R-HSA-1549564;R-HSA-1295613;R-HSA-190258;R-HSA-5654562;R-HSA-190260;R-HSA-8941618;R-HSA-5654701;R-HSA-1295599;R-HSA-5654697"
R-HSA-5684996,"MAPK1/MAPK3 signaling",24,352,0.023989640836911335,0.07599979175380456,0.6469790232063776,11,82,0.006326184230828576,9606,Homo sapiens,"88;25759;5593;2263;2065;3560;1437;1843;2668;3426;2259;2246;255324;57731;3751;11221;1839;2939;1848;4902","","R-HSA-9653585;R-HSA-5672965;R-HSA-5675376;R-HSA-9654533;R-HSA-5658430;R-HSA-9654523;R-HSA-9654521;R-HSA-5675373;R-HSA-9653503;R-HSA-9654525;R-HSA-5672969"
R-HSA-9673324,"WNT5:FZD7-mediated leishmania damping",3,20,0.0013630477748245075,0.0785161976148746,0.6469790232063776,7,9,6.943372936275266E-4,9606,Homo sapiens,"10811;23213;3725","","R-HSA-9673346;R-HSA-9673794;R-HSA-9673296;R-HSA-9673797;R-HSA-9673284;R-HSA-9673288;R-HSA-9673789"
R-HSA-9664420,"Killing mechanisms",3,20,0.0013630477748245075,0.0785161976148746,0.6469790232063776,7,9,6.943372936275266E-4,9606,Homo sapiens,"10811;23213;3725","","R-HSA-9673346;R-HSA-9673794;R-HSA-9673296;R-HSA-9673797;R-HSA-9673284;R-HSA-9673288;R-HSA-9673789"
R-HSA-190236,"Signaling by FGFR",9,107,0.007292305595311115,0.08880034547340065,0.6469790232063776,130,142,0.010955099521678753,9606,Homo sapiens,"28984;2246;10253;54845;2263;23767","","R-HSA-5654614;R-HSA-5654615;R-HSA-1295634;R-HSA-5654612;R-HSA-1295632;R-HSA-5654608;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-5654618;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-1295622;R-HSA-5654592;R-HSA-1295621;R-HSA-5654607;R-HSA-6803838;R-HSA-5654605;R-HSA-6803836;R-HSA-5654603;R-HSA-5654600;R-HSA-5654646;R-HSA-6803527;R-HSA-5654647;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-190245;R-HSA-5654655;R-HSA-5654399;R-HSA-5654653;R-HSA-5654397;R-HSA-5654651;R-HSA-5654392;R-HSA-190258;R-HSA-5654631;R-HSA-5654628;R-HSA-190256;R-HSA-190263;R-HSA-190260;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-190265;R-HSA-5654634;R-HSA-5654633;R-HSA-5656070;R-HSA-5656064;R-HSA-5654582;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-190326;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569;R-HSA-5654224;R-HSA-934559;R-HSA-5654222;R-HSA-5654734;R-HSA-5654730;R-HSA-5654729;R-HSA-8941613;R-HSA-190385;R-HSA-8941628;R-HSA-190388;R-HSA-8941618;R-HSA-8941623;R-HSA-5654422;R-HSA-5654679;R-HSA-5654167;R-HSA-5654423;R-HSA-934604;R-HSA-5654677;R-HSA-5654165;R-HSA-5654418;R-HSA-5654163;R-HSA-5654672;R-HSA-5654416;R-HSA-5654673;R-HSA-5654684;R-HSA-5654428;R-HSA-190408;R-HSA-5654426;R-HSA-5654169;R-HSA-190413;R-HSA-5654425;R-HSA-5654662;R-HSA-5654406;R-HSA-5654151;R-HSA-5654663;R-HSA-5654407;R-HSA-5654148;R-HSA-5654404;R-HSA-5654149;R-HSA-5654658;R-HSA-5654402;R-HSA-5654659;R-HSA-5654147;R-HSA-5654159;R-HSA-190427;R-HSA-5654669;R-HSA-5654157;R-HSA-5654413;R-HSA-5654667;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-190429;R-HSA-5654709;R-HSA-5654705;R-HSA-1295604;R-HSA-1295609;R-HSA-5654717;R-HSA-1549564;R-HSA-5654714;R-HSA-1295613;R-HSA-5654692;R-HSA-5654690;R-HSA-5654701;R-HSA-1295599;R-HSA-5654697"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",4,34,0.002317181217201663,0.09067234030838234,0.6469790232063776,5,6,4.6289152908501776E-4,9606,Homo sapiens,"2898;2259;5330;2897","","R-HSA-451283;R-HSA-451310;R-HSA-451311;R-HSA-500717;R-HSA-451309"
R-HSA-380994,"ATF4 activates genes in response to endoplasmic reticulum  stress",4,34,0.002317181217201663,0.09067234030838234,0.6469790232063776,4,7,5.40040117265854E-4,9606,Homo sapiens,"467;3576;3484;1051","","R-HSA-517731;R-HSA-1791118;R-HSA-1791180;R-HSA-1791173"
R-HSA-5619046,"Defective SLC26A4 causes Pendred syndrome (PDS)",1,2,1.3630477748245075E-4,0.09434815814515374,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"5172","","R-HSA-5627870"
R-HSA-4793954,"Defective MOGS causes MOGS-CDG (CDG-2b)",1,2,1.3630477748245075E-4,0.09434815814515374,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"59084","","R-HSA-4793947"
R-HSA-193648,"NRAGE signals death through JNK",6,63,0.004293600490697199,0.09621370202219348,0.6469790232063776,4,7,5.40040117265854E-4,9606,Homo sapiens,"389337;89846;10451;3177;54848;57580","","R-HSA-205115;R-HSA-205039;R-HSA-204958;R-HSA-205132"
R-HSA-5210891,"Uptake and function of anthrax toxins",3,22,0.0014993525523069584,0.09744752035097104,0.6469790232063776,7,19,0.0014658231754358896,9606,Homo sapiens,"2259;118429","","R-HSA-5210959;R-HSA-5210943;R-HSA-5210892;R-HSA-5211224;R-HSA-5210918;R-HSA-5210932;R-HSA-5210912"
R-HSA-9006925,"Intracellular signaling by second messengers",24,363,0.02473931711306481,0.09773822577270852,0.6469790232063776,24,114,0.008794939052615337,9606,Homo sapiens,"4496;2100;2099;2263;2065;3164;6591;100132074;3426;2259;114;2246;255324;3576;2894;1839;1958;3725","","R-HSA-199299;R-HSA-8944104;R-HSA-9618834;R-HSA-8943817;R-HSA-442725;R-HSA-8944078;R-HSA-8944047;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-1676082;R-HSA-2316434;R-HSA-74448;R-HSA-8944026;R-HSA-199863;R-HSA-111956;R-HSA-8850992;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-212718,"EGFR interacts with phospholipase C-gamma",2,11,7.496762761534792E-4,0.1040951232663131,0.6469790232063776,3,3,2.3144576454250888E-4,9606,Homo sapiens,"255324;1839","","R-HSA-212706;R-HSA-212710;R-HSA-212713"
R-HSA-193634,"Axonal growth inhibition (RHOA activation)",2,11,7.496762761534792E-4,0.1040951232663131,0.6469790232063776,5,6,4.6289152908501776E-4,9606,Homo sapiens,"4099;3177","","R-HSA-9012761;R-HSA-193696;R-HSA-193655;R-HSA-209573;R-HSA-193636"
R-HSA-8985947,"Interleukin-9 signaling",2,11,7.496762761534792E-4,0.1040951232663131,0.6469790232063776,6,12,9.257830581700355E-4,9606,Homo sapiens,"6772;3773","","R-HSA-8985929;R-HSA-8985981;R-HSA-8985900;R-HSA-8985966;R-HSA-8985988;R-HSA-8985943"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",7,80,0.00545219109929803,0.10636059836907352,0.6469790232063776,25,47,0.0036259836444993056,9606,Homo sapiens,"6196;2354;2353;8061;1848;1958;23237","","R-HSA-9613202;R-HSA-9031624;R-HSA-9613207;R-HSA-9613210;R-HSA-9031616;R-HSA-9612483;R-HSA-199895;R-HSA-203797;R-HSA-9621386;R-HSA-198746;R-HSA-9621385;R-HSA-9612493;R-HSA-9621042;R-HSA-9620723;R-HSA-9620663;R-HSA-9621048;R-HSA-9619838;R-HSA-9613219;R-HSA-9612516;R-HSA-9621035;R-HSA-9621032;R-HSA-9612073;R-HSA-9616105;R-HSA-9616110;R-HSA-9616367"
R-HSA-1257604,"PIP3 activates AKT signaling",21,316,0.02153615484222722,0.11105164620142327,0.6469790232063776,10,86,0.006634778583551921,9606,Homo sapiens,"4496;2100;2099;2065;2263;3164;6591;100132074;3426;2246;255324;3576;2894;1839;1958;3725","","R-HSA-199299;R-HSA-8944104;R-HSA-8943817;R-HSA-2316434;R-HSA-8944026;R-HSA-199863;R-HSA-8944078;R-HSA-8944047;R-HSA-8850992;R-HSA-1676082"
R-HSA-201688,"WNT mediated activation of DVL",2,12,8.178286648947046E-4,0.12005934605992619,0.6469790232063776,4,4,3.0859435272334514E-4,9606,Homo sapiens,"4496;23213","","R-HSA-201717;R-HSA-3772435;R-HSA-3772434;R-HSA-3772436"
R-HSA-193697,"p75NTR regulates axonogenesis",2,12,8.178286648947046E-4,0.12005934605992619,0.6469790232063776,7,8,6.171887054466903E-4,9606,Homo sapiens,"4099;3177","","R-HSA-9012761;R-HSA-193696;R-HSA-193655;R-HSA-209573;R-HSA-193636;R-HSA-193668;R-HSA-193646"
R-HSA-198693,"AKT phosphorylates targets in the nucleus",2,12,8.178286648947046E-4,0.12005934605992619,0.6469790232063776,2,4,3.0859435272334514E-4,9606,Homo sapiens,"3164;100132074","","R-HSA-199299;R-HSA-199863"
R-HSA-8851680,"Butyrophilin (BTN) family interactions",2,12,8.178286648947046E-4,0.12005934605992619,0.6469790232063776,2,8,6.171887054466903E-4,9606,Homo sapiens,"5493;30835","","R-HSA-8938431;R-HSA-8851018"
R-HSA-1980145,"Signaling by NOTCH2",4,38,0.0025897907721665644,0.12212244432335362,0.6469790232063776,12,20,0.0015429717636167258,9606,Homo sapiens,"3280;54567;55534;54492","","R-HSA-2976716;R-HSA-2127285;R-HSA-2197588;R-HSA-2976551;R-HSA-2197562;R-HSA-2976742;R-HSA-2976726;R-HSA-2197564;R-HSA-2172172;R-HSA-1980051;R-HSA-2976563;R-HSA-157629"
R-HSA-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",4,39,0.00265794316090779,0.13062828532352555,0.6469790232063776,7,7,5.40040117265854E-4,9606,Homo sapiens,"88;6196;2259;2263","","R-HSA-9619843;R-HSA-442724;R-HSA-9029434;R-HSA-442739;R-HSA-9620004;R-HSA-442732;R-HSA-442760"
R-HSA-5083635,"Defective B3GALTL causes Peters-plus syndrome (PpS)",4,39,0.00265794316090779,0.13062828532352555,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"81794;170689;140766;54437","","R-HSA-6785565"
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",11,150,0.010222858311183807,0.13088528697738355,0.6469790232063776,12,31,0.002391606233605925,9606,Homo sapiens,"4519;4508;4540;4541;4512;4513;4535;4514;4536;4537;4538","","R-HSA-6799191;R-HSA-164834;R-HSA-164832;R-HSA-163217;R-HSA-6799202;R-HSA-6799199;R-HSA-164651;R-HSA-6799197;R-HSA-164840;R-HSA-6799196;R-HSA-6799179;R-HSA-163214"
R-HSA-111932,"CaMK IV-mediated phosphorylation of CREB",2,13,8.859810536359299E-4,0.13657501386166093,0.6469790232063776,10,13,0.0010029316463508718,9606,Homo sapiens,"2259;2263","","R-HSA-9618834;R-HSA-442725;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792"
R-HSA-9020956,"Interleukin-27 signaling",2,13,8.859810536359299E-4,0.13657501386166093,0.6469790232063776,9,20,0.0015429717636167258,9606,Homo sapiens,"6772;2939","","R-HSA-8950441;R-HSA-8950537;R-HSA-8950733;R-HSA-8950782;R-HSA-8950210;R-HSA-8950485;R-HSA-448427;R-HSA-8950518;R-HSA-1067646"
R-HSA-2586552,"Signaling by Leptin",2,13,8.859810536359299E-4,0.13657501386166093,0.6469790232063776,4,19,0.0014658231754358896,9606,Homo sapiens,"3773;2939","","R-HSA-2671855;R-HSA-2586559;R-HSA-2586555;R-HSA-2671829"
R-HSA-205017,"NFG and proNGF binds to p75NTR",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"3177","","R-HSA-193653;R-HSA-193642"
R-HSA-8853333,"Signaling by FGFR2 fusions",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"2263","","R-HSA-8853319;R-HSA-8853313"
R-HSA-168874,"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"NA","","R-HSA-168871;R-HSA-168869"
R-HSA-73930,"Abasic sugar-phosphate removal via the single-nucleotide replacement pathway",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"3363","","R-HSA-110375;R-HSA-110360"
R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"2185","","R-HSA-5621425"
R-HSA-5660686,"Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"54716","","R-HSA-5660694"
R-HSA-5619045,"Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"10568","","R-HSA-5651697"
R-HSA-5678420,"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"3767","","R-HSA-5678418"
R-HSA-5619101,"Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"54716","","R-HSA-5660694"
R-HSA-5687583,"Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"10568","","R-HSA-5687585"
R-HSA-190704,"Oligomerization of connexins into connexons",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,2,3,2.3144576454250888E-4,9606,Homo sapiens,"2705","","R-HSA-190681;R-HSA-190687"
R-HSA-432030,"Transport of glycerol from adipocytes to the liver by Aquaporins",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,2,1.5429717636167257E-4,9606,Homo sapiens,"112267859","","R-HSA-432074"
R-HSA-190827,"Transport of connexins along the secretory pathway",1,3,2.0445716622367614E-4,0.13813407271636569,0.6469790232063776,1,2,1.5429717636167257E-4,9606,Homo sapiens,"2705","","R-HSA-190698"
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",5,55,0.0037483813807673958,0.14048485969236713,0.6469790232063776,7,9,6.943372936275266E-4,9606,Homo sapiens,"56106;284656;10451;2045;4318","","R-HSA-4093327;R-HSA-3928607;R-HSA-3928604;R-HSA-3928642;R-HSA-3928657;R-HSA-3928660;R-HSA-3928628"
R-HSA-9031628,"NGF-stimulated transcription",5,56,0.0038165337695086213,0.14803159815912137,0.6469790232063776,22,36,0.0027773491745101066,9606,Homo sapiens,"2354;2353;8061;1958;23237","","R-HSA-9613202;R-HSA-9621042;R-HSA-9031624;R-HSA-9620723;R-HSA-9613207;R-HSA-9620663;R-HSA-9613210;R-HSA-9031616;R-HSA-9621048;R-HSA-9619838;R-HSA-9612483;R-HSA-9613219;R-HSA-9612516;R-HSA-9621386;R-HSA-9621035;R-HSA-9621032;R-HSA-9621385;R-HSA-9612073;R-HSA-9616105;R-HSA-9616110;R-HSA-9616367;R-HSA-9612493"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",4,41,0.0027942479383902406,0.14834132578140302,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"81794;170689;140766;54437","","R-HSA-5173005;R-HSA-5173192"
